38.10032,-0.00502
38.24884,-0.00633
38.39478,-0.0075
38.54192,-0.00883
38.68941,-0.01282
39.16104,-0.01405
39.30738,-0.01396
39.45223,-0.00854
39.5986,0.03173
39.74614,0.80274
39.89343,0.83468
40.04011,0.83527
40.18724,0.8352
40.33577,0.83495
40.48176,0.83483
40.62848,0.82627
41.1191,-0.00467
41.26943,-0.00741
41.41615,-0.00566
41.56302,-0.00577
41.70997,-0.00639
41.85818,-0.00727
42.00698,-0.00871
42.16044,-0.01019
42.30779,-0.01144
42.45529,-0.01272
42.60279,-0.0141
43.06781,-0.01296
43.2159,0.01623
43.36459,0.69462
43.51075,0.8318
43.65791,0.83505
43.8067,0.83527
43.95498,0.83499
44.10243,0.83509
44.25099,0.83427
44.39613,0.82032
44.5416,0.61595
44.68852,-0.01041
45.15208,-0.00808
45.29823,-0.00647
45.44494,-0.00594
45.59233,-0.00679
45.74042,-0.00855
45.88995,-0.00988
46.03708,-0.01091
46.18527,-0.01208
46.33264,-0.01323
46.483,-0.01424
46.63411,-0.01415
47.15342,0.82502
47.30151,0.83515
47.4477,0.83527
47.59379,0.83481
47.74112,0.83484
47.88849,0.83376
48.0361,0.81789
48.18259,0.58194
48.33023,0.13444
48.47802,-0.00483
48.62564,-0.01097
49.11854,-0.00528
49.26625,-0.00588
49.41444,-0.00699
49.56039,-0.00795
49.70916,-0.00949
49.85887,-0.01082
50.00608,-0.01214
50.15235,-0.01345
50.29846,-0.01443
50.44355,-0.01361
50.59029,-0.00208
51.05463,0.83527
51.20048,0.83527
51.34722,0.83479
51.49846,0.83481
51.64755,0.83199
51.79652,0.80421
51.94493,0.3763
52.09149,0.06018
52.23912,-0.01339
52.38728,-0.01116
52.53547,-0.00793
52.68234,-0.00716
53.15201,-0.00872
53.30034,-0.00997
53.45088,-0.01116
53.60017,-0.01261
53.7514,-0.01386
53.90279,-0.01467
54.053,-0.01372
54.20287,0.00225
54.35121,0.19185
54.50004,0.82244
54.65007,0.83527
55.1642,0.83487
55.31017,0.83482
55.46113,0.82422
55.61031,0.65653
55.7628,0.16114
55.91236,-0.00418
56.06207,-0.01224
56.21099,-0.00811
56.36128,-0.00687
56.50865,-0.00677
56.65628,-0.00718
57.12901,-0.01091
57.27557,-0.01217
57.42202,-0.01338
57.57106,-0.01462
57.71851,-0.01497
57.86567,-0.01214
58.01107,0.01858
58.15872,0.68386
58.30655,0.83123
58.45353,0.83478
58.60441,0.83527
59.13191,0.80382
59.28209,0.36752
59.43002,0.05816
59.58149,-0.01513
59.73105,-0.01247
59.87903,-0.0088
60.02609,-0.00737
60.17708,-0.00723
60.33013,-0.00815
60.47895,-0.00907
60.62772,-0.0101
61.13886,-0.01394
61.28889,-0.01491
61.43714,-0.01449
61.58715,-0.00742
61.73419,0.02953
61.88035,0.80704
62.02681,0.83484
62.17354,0.83527
62.32178,0.83504
62.46706,0.83486
62.61425,0.83455
63.08864,0.10615
63.2415,-0.01382
63.39054,-0.01402
63.53934,-0.0096
63.68895,-0.0082
63.83786,-0.00818
63.98489,-0.00888
64.13251,-0.00936
64.28011,-0.01068
64.42887,-0.01173
64.57845,-0.01282
65.0562,-0.01565
65.20364,-0.01422
65.35085,0.00469
65.49706,0.29744
65.64472,0.82586
65.79144,0.83492
65.93865,0.83527
66.08811,0.83475
66.23997,0.83474
66.39125,0.82942
66.54133,0.76893
66.68849,-0.01582
67.18986,-0.01072
67.33863,-0.00786
67.4858,-0.00772
67.63441,-0.00837
67.78486,-0.00942
67.93555,-0.01055
68.08451,-0.0116
68.23223,-0.0126
68.37993,-0.01366
68.52685,-0.01454
68.6754,0.04321
69.14506,0.81157
69.29132,0.83506
69.43937,0.83527
69.58703,0.83504
69.73467,0.83488
69.88033,0.83294
70.02803,0.81189
70.17321,0.49636
70.31993,0.08806
70.46596,-0.01623
70.61622,-0.01449
71.06928,-0.00799
71.21642,-0.00876
71.36351,-0.00953
71.51343,-0.01054
71.66052,-0.01143
71.80814,-0.01259
71.95663,-0.01358
72.10304,-0.0147
72.25269,-0.01464
