"索引","DMM-1 时间 (s)","DMM-1 电压 (V)"
"869","155.1410773","0.07863646"
"870","155.2909983","0.07770051"
"871","155.4365323","0.07687007"
"872","155.5833281","0.07658293"
"873","155.7306733","0.07627987"
"874","155.8789758","0.07748035"
"875","156.0267723","0.09308502"
"876","156.1729546","0.2681522"
"877","156.3212318","0.8157851"
"878","156.4720879","0.8266264"
"879","156.6238295","0.8275765"
"880","156.774421","0.8250954"
"881","157.2825349","0.8033854"
"882","157.4327917","0.504995"
"883","157.5816961","0.1331446"
"884","157.7286464","0.06776074"
"885","157.8777361","0.0719113"
"886","158.0259393","0.07876517"
"887","158.1761165","0.08178843"
"888","158.3248761","0.0831097"
"889","158.4780824","0.08298843"
"890","158.6273758","0.08252897"
"891","159.1535526","0.07929494"
"892","159.3043367","0.07838342"
"893","159.4526955","0.07808673"
"894","159.6013854","0.07971087"
"895","159.7506063","0.09784896"
"896","159.8996425","0.4391855"
"897","160.0514533","0.817355"
"898","160.1999372","0.8252855"
"899","160.3463554","0.825845"
"900","160.4953333","0.8251343"
"901","160.6452984","0.8249014"
"902","161.1703512","0.1479895"
"903","161.3182813","0.06492205"
"904","161.4685404","0.07059228"
"905","161.619019","0.07851997"
"906","161.7683962","0.08216642"
"907","161.9185127","0.08296062"
"908","162.0652617","0.08310286"
"909","162.2118715","0.08259985"
"910","162.3588663","0.08209796"
"911","162.5047696","0.08125769"
"912","162.6512057","0.08035153"
"913","163.0945252","0.07810909"
"914","163.2411223","0.07852226"
"915","163.389531","0.0846389"
"916","163.5365296","0.1075686"
"917","163.6856817","0.7983339"
"918","163.8364369","0.8223779"
"919","163.9889108","0.8243991"
"920","164.1393859","0.8237723"
"921","164.2925858","0.8233132"
"922","164.4411785","0.8220996"
"923","164.590413","0.8068932"
"924","164.735115","0.06822646"
"925","165.1977854","0.07159712"
"926","165.3441571","0.07941356"
"927","165.4918993","0.08349961"
"928","165.6407029","0.08481826"
"929","165.7884191","0.08496543"
"930","165.934566","0.08476184"
"931","166.0809367","0.08415098"
"932","166.2262948","0.08330107"
"933","166.3740814","0.08243079"
"934","166.523169","0.08167183"
"935","166.6743654","0.08081855"
"936","167.1800349","0.1110124"
"937","167.3280274","0.7762757"
"938","167.4770987","0.8186598"
"939","167.6263014","0.8220689"
"940","167.7748831","0.8215472"
"941","167.925451","0.8208593"
"942","168.0761362","0.8206614"
"943","168.2290422","0.8198009"
"944","168.3785128","0.8039104"
"945","168.5269027","0.5876103"
"946","168.6768169","0.1458697"
"947","169.1941277","0.08272994"
"948","169.3420493","0.08519182"
"949","169.4904952","0.08598725"
"950","169.6387028","0.08581542"
"951","169.7873701","0.08546148"
"952","169.934981","0.08470963"
"953","170.0843675","0.0838634"
"954","170.2328044","0.08312209"
"955","170.3799096","0.08234265"
"956","170.5291394","0.0817356"
"957","170.675866","0.08227103"
"958","171.1500197","0.8041341"
"959","171.2976545","0.8193567"
"960","171.4465637","0.8206655"
"961","171.5957613","0.8199635"
"962","171.7421689","0.8195292"
"963","171.8897452","0.8174756"
"964","172.0375593","0.7958817"
"965","172.1869596","0.4575172"
"966","172.3377993","0.1162445"
"967","172.488328","0.06788256"
"968","172.6384251","0.07489246"
"969","173.1220763","0.08622264"
"970","173.269165","0.08596458"
"971","173.4160192","0.08516627"
"972","173.5622488","0.08446658"
"973","173.7090813","0.0836839"
"974","173.8564943","0.08288668"
"975","174.0049269","0.08202081"
"976","174.152264","0.08127498"
"977","174.298997","0.08101787"
"978","174.444925","0.08264031"
"979","174.5910865","0.09944793"
"980","174.7392557","0.8191313"
"981","175.2119203","0.8189074"
"982","175.3575179","0.8182274"
"983","175.5018415","0.8180134"
"984","175.6505645","0.8103814"
"985","175.8003163","0.7044283"
"986","175.9512375","0.2071833"
"987","176.1017593","0.07011987"
"988","176.2534823","0.06842369"
"989","176.4036002","0.07672707"
"990","176.5550832","0.08148295"
"991","176.7062316","0.08399347"
"992","177.2372431","0.08314767"
"993","177.3893018","0.0823656"
"994","177.5384034","0.08158007"
"995","177.6873015","0.08070071"
"996","177.8389612","0.08008789"
"997","177.9913014","0.08056285"
"998","178.1447728","0.08798853"
"999","178.2945427","0.1148884"
"1000","178.4461864","0.7971667"
"1001","178.5957554","0.8161208"
"1002","178.7446352","0.8166074"
"1003","179.2686767","0.8126946"
"1004","179.4177192","0.7785991"
"1005","179.5678894","0.3157609"
"1006","179.717477","0.09169634"
"1007","179.8647412","0.06662397"
"1008","180.0153537","0.075314"
"1009","180.1647134","0.08229972"
"1010","180.3135956","0.08484334"
"1011","180.4635981","0.08559808"
"1012","180.6114877","0.08541594"
"1013","180.7574491","0.08304676"
"1014","181.2093143","0.08212125"
"1015","181.3570645","0.08117946"
"1016","181.5042089","0.08098235"
"1017","181.6511059","0.08278316"
"1018","181.7991093","0.1012528"
"1019","181.9474892","0.565049"
"1020","182.0957631","0.8105347"
"1021","182.2448297","0.8164865"
"1022","182.3931666","0.8165339"
"1023","182.5446175","0.8158011"
"1024","182.6940367","0.8155533"
"1025","183.2127777","0.128025"
"1026","183.3617064","0.0652912"
"1027","183.5122407","0.06991149"
"1028","183.6607343","0.07722655"
"1029","183.8067275","0.08051042"
"1030","183.9536229","0.08287714"
"1031","184.0993643","0.08325655"
"1032","184.2464853","0.08286816"
"1033","184.3939091","0.0824332"
"1034","184.5433664","0.08167583"
"1035","184.6901116","0.08089492"
"1036","185.1645472","0.07885263"
"1037","185.3114648","0.07989493"
"1038","185.4586536","0.09332243"
"1039","185.6057799","0.201703"
"1040","185.753973","0.8014109"
"1041","185.9029927","0.8143813"
"1042","186.048619","0.8156002"
"1043","186.1946291","0.8146271"
"1044","186.3433687","0.8142924"
"1045","186.4894686","0.8108724"
"1046","186.636672","0.780712"
"1047","186.7819802","0.06178404"
"1048","187.2457994","0.07150606"
"1049","187.3928374","0.07715366"
"1050","187.5414278","0.07954971"
"1051","187.6876335","0.08047431"
"1052","187.8351161","0.08068091"
"1053","187.9829705","0.08033483"
"1054","188.1305011","0.0798526"
"1055","188.2784875","0.07912956"
"1056","188.4281517","0.0783654"
"1057","188.5778987","0.07759911"
"1058","188.7263911","0.07749393"
"1059","189.199303","0.7328287"
"1060","189.3461725","0.8099902"
"1061","189.4934387","0.8140841"
"1062","189.6415022","0.814108"
"1063","189.789822","0.8135214"
"1064","189.9362407","0.8126999"
"1065","190.0864158","0.7976042"
"1066","190.2365487","0.5837802"
"1067","190.389305","0.1345462"
"1068","190.5389681","0.06114043"
"1069","190.6887368","0.06602893"
"1070","191.1992157","0.08057299"
"1071","191.3473549","0.08073439"
"1072","191.4967079","0.08041719"
"1073","191.6459341","0.07980482"
"1074","191.7958658","0.07905136"
"1075","191.9430987","0.07827125"
"1076","192.0913496","0.07741015"
"1077","192.2397837","0.07675231"
"1078","192.3902358","0.07730401"
"1079","192.540916","0.08500332"
"1080","192.6890945","0.1100354"
"1081","193.1999154","0.8128074"
"1082","193.3484256","0.8119779"
"1083","193.4972564","0.8116828"
"1084","193.6460008","0.8075761"
"1085","193.7947679","0.7742362"
"1086","193.9427461","0.3036788"
"1087","194.0936401","0.08250669"
"1088","194.2449973","0.06287408"
"1089","194.3947575","0.07145322"
"1090","194.545956","0.07750914"
"1091","194.696758","0.07985697"
"1092","195.1752513","0.08077483"
"1093","195.3230709","0.08017313"
"1094","195.4686295","0.07942341"
"1095","195.61571","0.07872643"
"1096","195.7627821","0.07796693"
"1097","195.9115053","0.07768999"
"1098","196.0597808","0.07927716"
"1099","196.2107998","0.09661841"
"1100","196.3638654","0.4581568"
"1101","196.514734","0.8043634"
"1102","196.6629326","0.8111262"
"1103","197.1739694","0.8103929"
"1104","197.3243514","0.8082576"
"1105","197.4765807","0.7832415"
"1106","197.6279999","0.4118888"
"1107","197.7774502","0.1008035"
"1108","197.9264808","0.06406138"
"1109","198.0746712","0.0706426"
"1110","198.224971","0.07898095"
"1111","198.377012","0.08198676"
"1112","198.5288665","0.08286086"
"1113","198.6795539","0.08286101"
"1114","199.1650953","0.08124693"
"1115","199.3109946","0.08040489"
"1116","199.4578072","0.07950841"
"1117","199.6039369","0.0790657"
"1118","199.752274","0.08046708"
"1119","199.900746","0.09551667"
"1120","200.0465865","0.2696055"
"1121","200.1980331","0.8005328"
"1122","200.3460223","0.8100521"
"1123","200.4974518","0.8108929"
"1124","200.6476821","0.809946"
"1125","201.1251529","0.650646"
"1126","201.2726264","0.1721655"
"1127","201.4201028","0.06531251"
"1128","201.5670096","0.06583982"
"1129","201.7133811","0.07554831"
"1130","201.9159857","0.08201343"
"1131","202.0637502","0.08282343"
"1132","202.2112945","0.08297139"
"1133","202.358852","0.08271136"
"1134","202.5071099","0.08218947"
"1135","202.6556647","0.08152185"
"1136","203.1255844","0.07912527"
"1137","203.2727733","0.07910816"
"1138","203.4227855","0.08190404"
"1139","203.5749228","0.1087211"
"1140","203.725411","0.7289958"
"1141","203.8735273","0.805686"
"1142","204.0211069","0.8097535"
"1143","204.1728959","0.8096943"
"1144","204.3228267","0.8090832"
"1145","204.4727708","0.8068815"
"1146","204.6243779","0.7823536"
"1147","204.777645","0.06340837"
"1148","205.2793394","0.07427521"
"1149","205.4273514","0.07913109"
"1150","205.5751798","0.08114874"
"1151","205.7229593","0.08196405"
"1152","205.8698111","0.08192045"
"1153","206.0201125","0.08160849"
"1154","206.168213","0.08091242"
"1155","206.3159648","0.08018839"
"1156","206.463271","0.07933207"
"1157","206.6110686","0.07856721"
"1158","206.7596347","0.0941869"
"1159","207.2327924","0.3165465"
"1160","207.3812672","0.7990581"
"1161","207.5288947","0.8079465"
"1162","207.678225","0.8087435"
"1163","207.827524","0.8078469"
"1164","207.9765034","0.8073755"
"1165","208.1258913","0.7970927"
"1166","208.2741032","0.6407527"
"1167","208.4259129","0.1613577"
"1168","208.5757948","0.06301525"
"1169","208.725262","0.06636024"
"1170","209.2286978","0.08245246"
"1171","209.3757605","0.08256176"
"1172","209.5282324","0.08228022"
"1173","209.6783629","0.08188233"
"1174","209.8257609","0.08122753"
"1175","209.9753737","0.0804482"
"1176","210.1230631","0.07967658"
"1177","210.2748478","0.07888063"
"1178","210.4278969","0.07856918"
"1179","210.5777897","0.08044885"
"1180","210.7288774","0.09765588"
"1181","211.2330384","0.8077973"
"1182","211.3818257","0.8072421"
"1183","211.532698","0.8067467"
"1184","211.6805216","0.8057956"
"1185","211.8294005","0.7911719"
"1186","211.9766089","0.5929126"
"1187","212.1259492","0.1563603"
"1188","212.2751608","0.09262875"
"1189","212.4259412","0.09830244"
"1190","212.5751075","0.1077522"
"1191","212.7271231","0.1115658"
"1192","213.2401431","0.1131376"
"1193","213.3873781","0.112682"
"1194","213.5370891","0.1121174"
"1195","213.6899416","0.11136"
"1196","213.842284","0.1105864"
"1197","213.9913105","0.1100261"
"1198","214.1435438","0.110609"
"1199","214.2929738","0.1162876"
"1200","214.4424719","0.5340542"
"1201","214.5937688","0.80633"
"1202","214.7440201","0.8088987"
"1203","215.2538042","0.8083702"
"1204","215.3996908","0.8049386"
"1205","215.5479477","0.7761042"
"1206","215.6948603","0.3727671"
"1207","215.8441174","0.08915548"
"1208","215.9914802","0.06275328"
"1209","216.1389003","0.07053912"
"1210","216.2876302","0.07865652"
"1211","216.4344079","0.08174225"
"1212","216.5811581","0.08272435"
"1213","216.7295648","0.08337825"
"1214","217.2127777","0.08220332"
"1215","217.3602792","0.08123638"
"1216","217.5075987","0.08028272"
"1217","217.65425","0.07987356"
"1218","217.8013527","0.08113492"
"1219","217.9469493","0.09549785"
"1220","218.0951954","0.2566401"
"1221","218.2412243","0.7962608"
"1222","218.3910528","0.8058521"
"1223","218.5387841","0.8066876"
"1224","218.6849012","0.8057472"
"1225","219.1684871","0.7678679"
"1226","219.3152262","0.3169475"
"1227","219.4633391","0.079613"
"1228","219.609452","0.05849675"
"1229","219.7565017","0.06694546"
"1230","219.9026092","0.07485193"
"1231","220.0496779","0.07765428"
"1232","220.198901","0.07884613"
"1233","220.34852","0.07913503"
"1234","220.4943841","0.0789469"
"1235","220.6406421","0.07845859"
"1236","221.106066","0.0757786"
"1237","221.2536164","0.07496211"
"1238","221.4020316","0.07445564"
"1239","221.551051","0.07538995"
"1240","221.7007335","0.08763213"
"1241","221.8500643","0.1791254"
"1242","222.000114","0.7894149"
"1243","222.1485802","0.8028485"
"1244","222.296032","0.8042932"
"1245","222.4452463","0.8034897"
"1246","222.5928232","0.8030947"
"1247","222.7441984","0.2180374"
"1248","223.266769","0.06268951"
"1249","223.4149009","0.0561332"
"1250","223.5640304","0.06720148"
"1251","223.7153528","0.07424007"
"1252","223.8660691","0.07665974"
"1253","224.0150672","0.07769255"
"1254","224.1653084","0.07778527"
"1255","224.3149986","0.0772575"
"1256","224.461784","0.07657529"
"1257","224.61099","0.07571019"
"1258","224.7612734","0.07294176"
"1259","225.2793696","0.07342511"
"1260","225.4284375","0.07885054"
"1261","225.5741039","0.09895328"
"1262","225.7223025","0.7719926"
"1263","225.8715398","0.7998754"
"1264","226.0170202","0.8026087"
"1265","226.1630522","0.8022166"
"1266","226.3099031","0.8017274"
"1267","226.456355","0.8015117"
"1268","226.6028854","0.7942416"
"1269","226.7494446","0.05785562"
"1270","227.216731","0.06035933"
"1271","227.3637857","0.07173187"
"1272","227.5118619","0.07707039"
"1273","227.6581217","0.07879619"
"1274","227.8057126","0.07937555"
"1275","227.9545616","0.07916228"
"1276","228.1008135","0.07856296"
"1277","228.2492636","0.07780966"
"1278","228.3968508","0.07686607"
"1279","228.5451255","0.07612696"
"1280","228.6931116","0.07536572"
"1281","229.2094701","0.1595844"
"1282","229.3607391","0.7847636"
"1283","229.5081428","0.7999368"
"1284","229.658063","0.8016123"
"1285","229.8051964","0.8007466"
"1286","229.9544781","0.8003275"
"1287","230.1047703","0.8001862"
"1288","230.2564967","0.7938675"
"1289","230.4035228","0.7285894"
"1290","230.5522036","0.2138913"
"1291","230.6987613","0.06416545"
"1292","231.1770263","0.07596306"
"1293","231.3234942","0.07765099"
"1294","231.4711598","0.07834551"
"1295","231.6176652","0.07783561"
"1296","231.7631599","0.07753941"
"1297","231.9096351","0.07689141"
"1298","232.0559728","0.0761233"
"1299","232.2033676","0.07523942"
"1300","232.3538999","0.07449101"
"1301","232.5036265","0.07404585"
"1302","232.6520464","0.07511287"
"1303","233.1175489","0.7912205"
"1304","233.2620554","0.7998025"
"1305","233.4077362","0.8006378"
"1306","233.5546081","0.7997545"
"1307","233.703864","0.7994329"
"1308","233.8509335","0.796136"
"1309","233.9971472","0.7698252"
"1310","234.1435038","0.4023006"
"1311","234.2914199","0.09156823"
"1312","234.4374907","0.05889656"
"1313","234.5873859","0.06702583"
"1314","234.7333714","0.07483213"
"1315","235.1339736","0.08010777"
"1316","235.2798018","0.08008604"
"1317","235.427516","0.0794694"
"1318","235.5749548","0.07871778"
"1319","235.7237734","0.07781998"
"1320","235.8704482","0.0769866"
"1321","236.0176373","0.07617049"
"1322","236.165015","0.07542305"
"1323","236.310918","0.07568607"
"1324","236.4599467","0.08065335"
"1325","236.6076878","0.09929571"
"1326","236.7555373","0.7996656"
"1327","237.2275454","0.798799"
"1328","237.3746578","0.7983349"
"1329","237.5206831","0.7964755"
"1330","237.6686796","0.7752033"
"1331","237.816345","0.472862"
"1332","237.9626778","0.1038507"
"1333","238.1103307","0.05904194"
"1334","238.2598082","0.06750072"
"1335","238.4121723","0.07607631"
"1336","238.5626908","0.08016331"
"1337","238.7122508","0.08131691"
"1338","239.2399781","0.0802052"
"1339","239.3905674","0.07933592"
"1340","239.5373387","0.07849746"
"1341","239.685233","0.07774136"
"1342","239.8324092","0.07795117"
"1343","239.9813428","0.08259434"
"1344","240.1276773","0.1006529"
"1345","240.274061","0.7625924"
"1346","240.4199217","0.7955312"
"1347","240.5660128","0.7987978"
"1348","240.7115864","0.798371"
"1349","241.2147281","0.7605285"
"1350","241.3628087","0.3158366"
"1351","241.5100167","0.07588512"
"1352","241.6558178","0.05805727"
"1353","241.8037921","0.06838106"
"1354","241.9517628","0.07675994"
"1355","242.0974442","0.07959269"
"1356","242.243989","0.08056256"
"1357","242.3907982","0.08053902"
"1358","242.537624","0.08015643"
"1359","242.6846606","0.07953967"
"1360","243.1303059","0.07718679"
"1361","243.2765806","0.07644024"
"1362","243.4248","0.07651106"
"1363","243.5762962","0.07967125"
"1364","243.7263589","0.1018772"
"1365","243.874038","0.7383043"
"1366","244.0233501","0.7933689"
"1367","244.1707012","0.797278"
"1368","244.3186846","0.7970048"
"1369","244.4652017","0.7963417"
"1370","244.6110566","0.7956707"
"1371","244.7567225","0.1024174"
"1372","245.2390501","0.05657917"
"1373","245.392404","0.06528579"
"1374","245.5418842","0.07389098"
"1375","245.6928486","0.07769819"
"1376","245.8429827","0.07930758"
"1377","245.9902034","0.07968429"
"1378","246.1385177","0.07947499"
"1379","246.2852339","0.0788569"
"1380","246.4307421","0.07811034"
"1381","246.5784188","0.07746825"
"1382","246.725246","0.07658074"
"1383","247.2010553","0.0878274"
"1384","247.3473087","0.1601213"
"1385","247.493366","0.7795766"
"1386","247.6400284","0.7950355"
"1387","247.7880344","0.796572"
"1388","247.9374281","0.795664"
"1389","248.0883388","0.7952201"
"1390","248.2385306","0.7949826"
"1391","248.3849249","0.79043"
"1392","248.5319489","0.7538891"
"1393","248.6778638","0.2880306"
"1394","249.1707292","0.07042439"
"1395","249.3226966","0.07733671"
"1396","249.477417","0.07978134"
"1397","249.6286056","0.08037391"
"1398","249.7773678","0.07998411"
"1399","249.9275227","0.07940686"
"1400","250.075854","0.07868404"
"1401","250.2245481","0.07782046"
"1402","250.3737542","0.07680748"
"1403","250.521438","0.07581585"
"1404","250.6688515","0.07564121"
"1405","251.1509924","0.7709941"
"1406","251.2975353","0.7911239"
"1407","251.4435816","0.793844"
"1408","251.5911785","0.7935489"
"1409","251.7384485","0.7934702"
"1410","251.8857912","0.7925352"
"1411","252.0316966","0.7783711"
"1412","252.1793468","0.5773425"
"1413","252.3270255","0.1290501"
"1414","252.4739911","0.05607114"
"1415","252.6213714","0.06216165"
"1416","252.7680233","0.07982553"
"1417","253.2387687","0.0803101"
"1418","253.3851195","0.08016557"
"1419","253.5316011","0.07963392"
"1420","253.6803821","0.07891319"
"1421","253.8318688","0.07807913"
"1422","253.9830791","0.07725572"
"1423","254.1312878","0.07646666"
"1424","254.2808713","0.07606916"
"1425","254.43248","0.0774183"
"1426","254.5837447","0.09201875"
"1427","254.7346496","0.7933171"
"1428","255.2250155","0.7932108"
"1429","255.3747856","0.7925333"
"1430","255.5236516","0.7920408"
"1431","255.6772493","0.779335"
"1432","255.8289457","0.5997329"
"1433","255.9788419","0.1333635"
"1434","256.127666","0.05274222"
"1435","256.2742473","0.0585847"
"1436","256.4243712","0.06882127"
"1437","256.5742982","0.07389925"
"1438","256.7241079","0.07558254"
"1439","257.2209539","0.07630607"
"1440","257.3666876","0.07564028"
"1441","257.5132883","0.0747975"
"1442","257.6614564","0.0739773"
"1443","257.8088465","0.07346743"
"1444","257.9591106","0.07427573"
"1445","258.1056085","0.08553457"
"1446","258.2512994","0.1587528"
"1447","258.398501","0.7756091"
"1448","258.5446618","0.790682"
"1449","258.6911613","0.7923024"
"1450","259.1710495","0.790697"
"1451","259.3186413","0.7796392"
"1452","259.4649836","0.6349658"
"1453","259.6105556","0.1583682"
"1454","259.7589865","0.05397841"
"1455","259.9052949","0.05660743"
"1456","260.0521122","0.06868489"
"1457","260.1991947","0.07473104"
"1458","260.3481089","0.07653427"
"1459","260.4947953","0.07677"
"1460","260.640479","0.07660346"
"1461","260.7874618","0.07456331"
"1462","261.2570816","0.07367366"
"1463","261.405409","0.07291492"
"1464","261.5540273","0.07282422"
"1465","261.7043735","0.07522423"
"1466","261.8542665","0.09822836"
"1467","262.0059732","0.6912988"
"1468","262.1532858","0.7858915"
"1469","262.3020194","0.7904022"
"1470","262.4518798","0.7903908"
"1471","262.6039548","0.7897799"
"1472","262.7554664","0.3545702"
"1473","263.2545438","0.07361065"
"1474","263.4067044","0.05453047"
"1475","263.5587544","0.06520613"
"1476","263.7084404","0.07307679"
"1477","263.8600007","0.07592716"
"1478","264.0113653","0.07642128"
"1479","264.1615059","0.07644328"
"1480","264.3123246","0.07637023"
"1481","264.4607746","0.0757913"
"1482","264.6119093","0.07509705"
"1483","264.7631469","0.07303306"
"1484","265.2586252","0.0755417"
"1485","265.4057112","0.09776162"
"1486","265.5529153","0.6951548"
"1487","265.7001677","0.7847595"
"1488","265.8480023","0.7894471"
"1489","265.9941","0.7894061"
"1490","266.1401874","0.7887344"
"1491","266.2883902","0.7884288"
"1492","266.4364922","0.7834176"
"1493","266.5842727","0.7421005"
"1494","266.7325229","0.2495202"
"1495","267.2002716","0.06624462"
"1496","267.3464532","0.07328774"
"1497","267.493467","0.07519118"
"1498","267.6430706","0.07569244"
"1499","267.7905915","0.07569282"
"1500","267.9383408","0.07537216"
"1501","268.0856654","0.07483844"
"1502","268.2366302","0.07426465"
"1503","268.3829676","0.07357555"
"1504","268.5303348","0.07277737"
"1505","268.6776455","0.0723605"
"1506","269.1649872","0.5913573"
"1507","269.3109171","0.7814035"
"1508","269.4567404","0.7879255"
"1509","269.6026168","0.7883162"
"1510","269.7488334","0.7875815"
"1511","269.8943065","0.7872189"
"1512","270.0437773","0.7775788"
"1513","270.1951609","0.6348038"
"1514","270.3443788","0.1480847"
"1515","270.4923206","0.05023019"
"1516","270.6452921","0.05623113"
"1517","271.1545727","0.07472949"
"1518","271.3011752","0.07497079"
"1519","271.4504547","0.07492031"
"1520","271.5994772","0.07437827"
"1521","271.7493123","0.07367419"
"1522","271.8989896","0.07288634"
"1523","272.0478313","0.07204785"
"1524","272.1972202","0.07125016"
"1525","272.3462503","0.07084888"
"1526","272.495299","0.07217565"
"1527","272.6459711","0.08659981"
"1528","273.1471848","0.7868984"
"1529","273.2941542","0.7867742"
"1530","273.4401248","0.786176"
"1531","273.5879394","0.7856985"
"1532","273.7394131","0.7734975"
"1533","273.8898042","0.59146"
"1534","274.0415853","0.1207029"
"1535","274.1954063","0.04829707"
"1536","274.342836","0.05475399"
"1537","274.4920406","0.06546137"
"1538","274.6457963","0.07058148"
"1539","275.1519734","0.07246384"
"1540","275.2985468","0.07200886"
"1541","275.4461249","0.07143274"
"1542","275.5946888","0.07063979"
"1543","275.7460421","0.06980778"
"1544","275.8962398","0.0692281"
"1545","276.045723","0.06973697"
"1546","276.1931072","0.07706839"
"1547","276.3413135","0.09394697"
"1548","276.4893712","0.7637567"
"1549","276.6405651","0.7841107"
"1550","276.7929203","0.7847138"
"1551","277.3000893","0.7833816"
"1552","277.448428","0.7658314"
"1553","277.5944678","0.5345505"
"1554","277.7411103","0.105986"
"1555","277.888734","0.04811512"
"1556","278.035373","0.0544978"
"1557","278.1822716","0.0663534"
"1558","278.3288842","0.07125185"
"1559","278.4750412","0.07295304"
"1560","278.6235944","0.07347211"
"1561","278.7699908","0.0720806"
"1562","279.2250674","0.07142033"
"1563","279.3729696","0.07058282"
"1564","279.5227475","0.06979078"
"1565","279.6756203","0.0698069"
"1566","279.8246361","0.07313078"
"1567","279.9782507","0.09138055"
"1568","280.128635","0.737032"
"1569","280.2779967","0.7811835"
"1570","280.427984","0.7845348"
"1571","280.576216","0.7841616"
"1572","280.7234811","0.7835956"
"1573","281.2342674","0.3426664"
"1574","281.3835677","0.06713674"
"1575","281.5334842","0.04933037"
"1576","281.6808025","0.06037585"
"1577","281.8310553","0.06887037"
"1578","281.9819725","0.07148569"
"1579","282.131931","0.07270806"
"1580","282.2796234","0.07283845"
"1581","282.4278769","0.07255901"
"1582","282.5744932","0.07211389"
"1583","282.7239214","0.07139775"
"1584","283.2497676","0.06870726"
"1585","283.4006637","0.06906026"
"1586","283.5509012","0.07352392"
"1587","283.6977771","0.08910426"
"1588","283.844267","0.7442207"
"1589","283.9926131","0.780336"
"1590","284.139292","0.7834519"
"1591","284.2852813","0.782976"
"1592","284.4332561","0.7824538"
"1593","284.5819247","0.781745"
"1594","284.7293298","0.7690867"
"1595","285.248154","0.05092542"
"1596","285.397671","0.0621445"
"1597","285.5495908","0.07005396"
"1598","285.6968612","0.07226887"
"1599","285.8421132","0.07349032"
"1600","285.9892356","0.07361332"
"1601","286.1367654","0.07350094"
"1602","286.2832549","0.07300794"
"1603","286.4285349","0.07226949"
"1604","286.5747869","0.07147893"
"1605","286.7208273","0.07065131"
"1606","287.2350368","0.07938731"
"1607","287.3856977","0.1370187"
"1608","287.5336851","0.7639115"
"1609","287.6821766","0.7809008"
"1610","287.8294563","0.7826384"
"1611","287.976211","0.7818841"
"1612","288.1258467","0.7814199"
"1613","288.2759948","0.7811389"
"1614","288.4253989","0.7714188"
"1615","288.5730842","0.6380281"
"1616","288.7243647","0.1430293"
"1617","289.2382728","0.06845751"
"1618","289.3876659","0.07233319"
"1619","289.5361063","0.07344019"
"1620","289.6839889","0.07362389"
"1621","289.8347059","0.07343612"
"1622","289.9830476","0.07302915"
"1623","290.1317218","0.0722742"
"1624","290.2822836","0.07148831"
"1625","290.4323555","0.0706386"
"1626","290.5810209","0.0699182"
"1627","290.7292059","0.07002784"
"1628","291.2552921","0.7693978"
"1629","291.4083174","0.7804505"
"1630","291.5577875","0.7815413"
"1631","291.7069278","0.7806267"
"1632","291.8554283","0.7802223"
"1633","292.0075303","0.7735709"
"1634","292.1578894","0.7033765"
"1635","292.3078959","0.1846937"
"1636","292.457335","0.0470263"
"1637","292.6069118","0.05173369"
"1638","292.7540907","0.07201269"
"1639","293.2306433","0.07247428"
"1640","293.3795154","0.07223872"
"1641","293.5272451","0.07184026"
"1642","293.6738085","0.07121613"
"1643","293.819613","0.07063819"
"1644","293.9671578","0.0698251"
"1645","294.1129059","0.06905663"
"1646","294.2606339","0.06842712"
"1647","294.4084497","0.06874692"
"1648","294.5558503","0.0733714"
"1649","294.7030352","0.08769406"
"1650","295.2164799","0.780165"
"1651","295.3680584","0.7792489"
"1652","295.5161418","0.7788647"
"1653","295.666602","0.7743184"
"1654","295.814551","0.7392282"
"1655","295.9627524","0.2710701"
"1656","296.1146088","0.05405493"
"1657","296.2642787","0.04667062"
"1658","296.4131334","0.06012093"
"1659","296.5603326","0.06745649"
"1660","296.7111958","0.07021143"
"1661","297.2260328","0.07104192"
"1662","297.3784098","0.07036584"
"1663","297.5265485","0.06968808"
"1664","297.6749413","0.06885262"
"1665","297.8267835","0.06823379"
"1666","297.9756943","0.06867889"
"1667","298.1253427","0.07535387"
"1668","298.274823","0.0967513"
"1669","298.4266364","0.7579229"
"1670","298.5760813","0.7767732"
"1671","298.7236592","0.7789853"
"1672","299.1900395","0.7775619"
"1673","299.3361534","0.7685989"
"1674","299.4823612","0.6622104"
"1675","299.6293333","0.1588052"
"1676","299.7755651","0.04246887"
"1677","299.9256847","0.04741023"
"1678","300.0748817","0.0597179"
"1679","300.2247538","0.06565718"
"1680","300.3730294","0.06799106"
"1681","300.5210097","0.0687145"
"1682","300.6683351","0.0689105"
"1683","301.1466066","0.06755865"
"1684","301.2938867","0.06697098"
"1685","301.4419034","0.06633132"
"1686","301.5897496","0.06625227"
"1687","301.7382965","0.0685359"
"1688","301.8871597","0.08985265"
"1689","302.0337492","0.640984"
"1690","302.1790449","0.7707292"
"1691","302.3249726","0.7768608"
"1692","302.4720019","0.777198"
"1693","302.6204895","0.7764871"
"1694","302.7690656","0.6516741"
"1695","303.2404158","0.1486681"
"1696","303.3891042","0.0407328"
"1697","303.5361689","0.04621503"
"1698","303.6831176","0.05883853"
"1699","303.8296485","0.06503267"
"1700","303.9765086","0.06745945"
"1701","304.1237835","0.06817634"
"1702","304.2701419","0.06814282"
"1703","304.4155769","0.06795189"
"1704","304.5629165","0.06723328"
"1705","304.7102608","0.06674022"
